#longitude	latitude	city
-1.750000	43.083300	940
-0.553100	45.079100	1180
-0.463300	44.926900	931
-0.286400	44.818000	1572
0.254900	44.826500	1569
0.416700	45.200000	1529
0.614700	45.174900	985
0.783300	44.866700	1122
0.816700	44.816700	983
0.671600	44.618900	483
0.474900	44.613800	1558
0.522400	44.380000	988
0.783800	44.060700	1710
0.043100	43.800000	1090
0.501300	43.382300	948
0.754400	43.016200	781
1.038200	42.931300	330
0.966700	42.937000	759
1.535000	42.877000	1635
1.280500	43.200400	972
1.037900	43.342600	1415
0.899400	43.084800	562
-0.042300	41.715900	740
0.207200	42.464500	1310
0.203900	42.320400	1131
-0.753300	42.756500	1709
-0.950000	42.833300	1885
-0.450000	43.133300	275
-1.671600	42.717700	1769
-2.266700	42.616700	1159
-3.250000	43.116700	1139
-3.025700	42.775400	28
-5.716700	42.100000	936
-5.983600	42.089400	1526
-7.467500	41.229200	317
-7.998300	41.097000	1414
-7.668500	41.477000	1741
-7.440200	41.588100	1283
-5.664100	41.392000	784
-5.793500	41.039400	519
-4.417300	41.257600	1588
-4.309500	40.991800	49
-4.050000	41.133300	1324
-3.694900	41.181500	1918
-3.558000	40.885700	515
-3.410000	40.590400	1664
-3.659700	40.392400	1441
-4.091500	40.204400	1898
-3.191000	40.207700	1891
-2.744300	40.848200	384
-2.949700	40.165700	992
-2.884700	39.920900	34
-1.366700	39.200000	930
-0.787200	39.132100	184
-0.126800	38.773100	571
-0.109000	38.754900	169
-0.796500	38.086400	31
-0.433300	38.616700	313
-0.416700	39.516700	266
-0.531000	39.741600	1104
-0.566700	40.266700	312
-0.811400	41.033100	1214
1.883300	41.493400	1611
2.198600	44.452700	1909
2.179500	44.503100	996
2.463400	44.474500	1099
2.936800	44.533900	1420
4.030800	44.368300	225
3.994500	44.114900	1553
3.366700	43.866700	978
3.450000	44.200000	1584
3.135800	44.701000	1082
2.552800	45.000600	1917
1.854000	44.926300	183
1.808000	45.187000	947
1.897800	45.230300	539
2.173100	44.828500	1341
1.950100	44.599500	289
1.300000	44.016700	1188
1.351900	43.479800	1632
1.966100	42.952000	1575
2.123800	42.737900	537
3.107800	42.011200	1034
2.036600	41.343600	1612
1.811900	41.235100	1711
3.266700	39.733300	392
8.610800	39.160300	1353
8.976600	39.492800	1665
9.683300	40.566700	1703
9.279900	41.589400	1408
6.235000	43.137100	932
5.355000	43.213300	284
5.751000	43.761700	1577
5.637400	44.232200	944
5.511200	43.858400	1565
6.216700	44.200000	1942
5.889700	44.169700	177
7.385300	43.752000	950
7.448400	43.878500	1737
7.400000	44.233300	531
7.366700	44.950000	1810
6.816700	44.983300	391
6.995900	45.320600	174
7.433300	45.050000	1484
7.466700	45.400000	1369
7.650000	45.366700	1900
8.050000	45.566700	186
8.166700	45.616700	1766
8.085500	45.488000	1919
8.283300	45.133300	545
8.333300	44.350000	559
8.816700	44.433300	319
9.115600	44.372200	1613
9.285100	44.381700	399
9.702300	44.446900	23
9.445300	45.358000	600
9.816700	45.200000	1492
10.850000	44.600000	315
10.763200	44.451500	1902
10.466400	44.389200	307
11.585500	44.398500	318
11.257600	44.545400	137
11.116700	43.983300	756
11.450000	43.683300	264
11.600000	43.283300	1474
11.807800	43.366900	24
11.366600	42.791800	1401
11.292300	42.598000	1074
11.083300	42.883300	1192
10.616700	43.050000	291
10.433300	43.383300	1525
10.500000	43.800000	101
11.683300	44.050000	1818
11.866700	44.350000	309
11.833300	44.716700	1078
12.176400	45.320000	316
11.466700	45.350000	1318
11.614300	45.546400	1939
11.483300	45.700000	1824
11.250000	45.733300	1897
11.066700	45.683300	106
10.342800	46.030000	300
11.683300	46.433300	1136
11.666700	46.766700	1247
12.500000	45.683300	1519
13.071700	45.883900	569
13.050600	45.906100	1759
13.847200	46.109200	1422
13.007300	46.157100	1592
12.358800	46.120800	1745
12.381000	46.141000	402
12.336400	46.417800	1896
12.483300	46.600000	482
12.731400	46.847200	1296
12.849400	46.838100	773
11.366700	47.166700	1814
11.250000	46.916700	1112
10.733300	47.066700	821
10.666700	47.083300	1433
10.466700	47.100000	628
10.683300	47.533300	1297
10.250000	47.866700	2049
10.613600	47.930000	1364
11.283300	47.783300	1254
11.900000	47.983300	614
12.400000	47.966700	1293
11.766700	47.883300	1880
11.233300	47.883300	825
11.583300	48.466700	1640
11.683300	48.533300	449
11.433300	48.600000	1968
11.800000	48.666700	1025
11.716700	48.883300	954
11.933300	49.033300	1400
12.350000	49.433300	1358
12.816700	49.083300	674
13.083300	49.716700	714
13.072500	49.748500	1776
14.483300	49.650000	898
14.024800	49.532600	1221
14.388400	48.702700	1532
14.233300	48.416700	1881
13.783300	48.100000	13
13.666700	48.200000	1528
13.900000	48.233300	717
14.016700	48.200000	1518
14.350000	48.233300	1304
14.216700	48.266700	1536
13.733300	48.383300	1300
13.633300	48.583300	1460
13.750000	48.483300	1607
13.816700	48.466700	527
13.519700	48.539700	1348
13.283300	48.633300	813
13.183300	48.333300	14
12.970600	47.919400	1332
13.216700	47.916700	1252
13.183300	47.800000	1944
12.700000	47.616700	683
12.833300	47.400000	1006
12.816700	47.316700	535
14.015000	46.665800	1809
13.516700	46.966700	1088
13.871400	46.925800	242
14.377200	46.783000	744
14.850000	46.766700	1693
14.600000	46.616700	1748
14.616700	46.533300	1695
14.516700	46.466700	503
14.566700	46.200000	630
15.446700	46.387800	1316
15.733300	46.383300	1149
15.790600	46.423600	916
15.900000	46.750000	1298
15.883300	46.966700	691
15.666700	47.050000	1162
15.750000	47.116700	872
15.564200	47.023200	1905
15.266700	47.116700	656
14.916700	46.966700	1878
14.733300	47.150000	1970
15.183300	47.233300	879
15.466700	47.283300	568
15.283300	47.416700	1382
15.950000	47.433300	1609
15.650000	48.066700	1650
15.666700	48.133300	721
15.466700	48.200000	1413
15.116700	48.333300	1874
14.716700	48.200000	942
14.833300	48.150000	66
15.316700	48.483300	629
15.516700	48.750000	1493
15.900000	48.566700	1157
17.070400	48.839700	1065
16.150000	48.366700	1301
15.883300	48.183300	1879
15.866700	48.116700	1381
16.066700	48.200000	1479
16.166700	48.150000	939
16.200000	47.950000	598
16.433300	47.750000	1412
16.583300	47.583300	1882
15.950000	47.833300	1288
15.982500	46.956400	802
15.965600	46.764700	882
16.516700	46.466700	1152
16.366700	46.250000	643
16.214200	45.850800	624
15.166700	45.733300	1150
15.233300	45.483300	736
14.504400	45.712500	883
13.979700	45.796700	1390
13.501700	45.793300	201
13.781400	45.585300	1194
14.455900	45.390700	487
13.763600	45.110000	241
13.250000	42.700000	1834
13.850000	43.016700	422
16.398900	43.912500	1947
17.400600	43.551100	790
18.429200	44.265800	305
19.029400	42.651700	1411
20.840300	42.907500	2061
23.200000	42.750000	218
23.316700	42.633300	484
22.665300	41.405300	913
20.593300	41.240600	1924
23.965000	38.202500	651
26.966700	38.300000	843
27.946700	39.681700	94
29.583300	40.650000	701
29.494400	40.886100	1177
28.968400	41.031800	840
26.901100	40.890000	1085
26.883300	42.766700	1054
26.183300	42.116700	1319
27.600000	43.050000	426
27.483300	43.600000	1101
26.800000	43.966700	896
26.800000	44.533300	732
26.228100	44.186200	648
26.833300	43.566700	636
26.100000	43.366700	902
26.166700	43.866700	1430
25.400000	44.566700	414
25.498800	44.801900	1357
25.083300	45.050000	1950
24.966700	45.016700	690
25.083300	44.883300	1426
23.866700	44.500000	1215
24.566700	43.733300	2036
23.500000	43.516700	659
24.100000	42.183300	1659
24.750000	41.500000	1724
24.916700	42.266700	1339
24.733300	42.350000	819
24.766700	42.600000	490
24.866700	43.466700	1717
25.949600	44.601700	440
26.209000	44.944400	26
27.016700	44.616700	324
28.402800	45.684200	1949
